,app_temp,clouds,dewpt,dhi,ghi,pres,rh,slp,solar_rad,temp,uv,wind_gust_spd,wind_spd,azimuth_sin,azimuth_cos,elev_angle_sin,elev_angle_cos,wind_dir_sin,wind_dir_cos,day_sin,day_cos,weather_main
0,19.16996640603556,86.08901448149116,10.669360146567408,96.93362167884055,545.9408470825922,1027.6278007026413,62.54411998345946,1028.3678905077593,344.08012541226117,19.66737744852626,2.646152629362377,5.750068184596229,2.295849629868345,0.17297146556220297,-0.5772532839233042,0.5982218225352995,0.7441387043646528,0.10350510091891238,0.2207894433657505,0.7542843890689146,0.6455646860081202,Overcast clouds
1,19.857197811891766,83.68695277962597,10.672939096888346,110.7144554423369,645.1299747793687,1027.6244102842793,59.42902052486816,1028.6183622268873,345.1018719432369,20.12510514992894,2.625696460268877,5.539023050135341,2.2154266203862085,-0.03607342292854662,-0.5327456102987732,0.668560467689084,0.6606469825411737,-0.010265091787847347,0.3463929276030583,0.895245774317081,0.4246449370950231,Overcast clouds
2,20.31555290953138,82.07286482300483,10.933212823417938,116.53038727614211,689.1830936301789,1027.4752944045629,57.29559549128346,1028.34101771592,362.7830934365472,20.421217986258334,2.551834480196717,5.391069679272018,2.0779560810039674,-0.1339166717135115,-0.6364620221809999,0.6786518048117604,0.6779046321821157,-0.034047010758832014,0.3991831048804907,0.9774752791327472,0.17586433311354477,Overcast clouds
3,21.14953058721153,77.83901136091093,11.111156379490973,116.71991322882184,692.5601751849654,1026.6163009958484,55.731579441124296,1027.4253766609938,367.84043172798533,20.65408146491789,2.5390255189782347,5.437026377550028,2.0320666499020255,-0.2958272870542109,-0.8051345323939987,0.6340837523216487,0.6986362445268054,-0.03878904228264535,0.3022377350862484,0.9920889593315858,-0.08537476725358159,Overcast clouds
4,21.823105584332623,72.53230694492503,11.410036558701746,111.89325476719571,663.7185977235979,1025.2243640426088,54.225684882096274,1026.2028365820488,348.2086229238963,21.06638107243283,2.469948519540356,5.061908499967506,2.0637185570764665,-0.5091930317451268,-0.8886478360201349,0.5372531585713526,0.7592028938577872,-0.014112267165861059,0.32808094751367756,0.9355952609810491,-0.3379877902170929,Overcast clouds
5,22.46798684680825,72.18213943288039,11.566174485824531,91.23785505234639,553.8949155879691,1024.6835940507792,53.55409396628301,1025.3942385830335,306.4429075038105,21.358447885322146,2.1211302916451906,4.972618031696754,2.1110679062135396,-0.6402938909195676,-0.8818606637185935,0.3899175951150795,0.8272501492477982,0.020080434499592403,0.4441923647414021,0.8176720962162789,-0.5667563493898979,Overcast clouds
6,22.691045556162127,68.35328014242624,11.946913867167394,57.794554040325146,367.8657312763077,1024.5474024041728,55.36793551397275,1025.3684990963052,241.34353700804746,20.988574330952197,1.746059996466205,4.630572806235153,2.069738083186153,-0.8734387886588282,-0.8580776080453848,0.210211542575956,0.8580420962578985,0.025776027702644616,0.34117667509886773,0.6453680695684475,-0.7593252721166504,Broken clouds
7,21.915812064866202,67.17979587829034,12.185277002196854,35.51889864126813,158.46413764028992,1024.2334786700007,57.40339743842405,1025.2089566581212,158.62774289730342,20.465942218508516,1.578594659350554,4.231397136408532,2.0473883580877166,-1.1570471553513326,-0.7977754162026546,0.004456389336685974,0.8351051550990348,-0.037008013581269705,0.3815014946873556,0.42091504104750294,-0.8999606913317137,Broken clouds
8,21.43282783800891,64.25903500601575,12.04685729875396,22.3899893692827,-8.923092164875527,1024.1262071878077,60.8894856429651,1024.965838829935,84.74462262956897,19.95419094318202,1.2000042321349316,3.960962139540259,1.9760222941995524,-1.1435614347798093,-0.6452309690557401,-0.2104607660467048,0.8129352537131207,0.03894818194383812,0.44584406550625666,0.18034658734123238,-0.9802646616001414,Broken clouds
9,20.171339579616298,64.70813463965558,12.520431966016456,1.3152290691993045,-112.3142870246113,1024.8266707477885,64.61594172599828,1025.5292556038723,39.26391253454082,19.581637585779703,0.8400059104244304,3.673424597003636,1.8606847253665502,-1.0853658630558223,-0.4612419020906713,-0.4187996295618506,0.827098819139928,0.03841804673181093,0.39489298019287933,-0.08125868216861985,-0.990515184871272,Broken clouds
10,20.03157805643991,63.811892447803274,12.755744371349376,-11.47762766926352,-132.28263143290286,1025.4119799291952,67.40950924618761,1026.3915106063964,0.7159292887002664,19.01294673831664,0.06670035292040422,3.5277571270702737,1.866832935803737,-0.8721416738197982,-0.2975215958743762,-0.6094739699758576,0.8302033036557371,0.016834303557511254,0.44472515363248954,-0.33482323492274324,-0.9406876478421354,Scattered clouds
11,19.241521510792406,63.663626480525345,12.581052609597652,-5.0393195708787175,-72.64024793891213,1025.67587849203,70.10800837994636,1026.599983167079,-9.385165426974993,18.396083208969706,-0.15845078130503287,3.55125566928658,1.8093305940250217,-0.4834703472012885,-0.2199691172508311,-0.7745577795441826,0.7679838475322484,0.06284982490059263,0.45798113827314835,-0.5662963975772183,-0.816143166320126,Scattered clouds
12,18.122481993007348,64.06239560198232,12.455197741265495,3.315934090123939,-5.338269391156757,1025.7469852222134,73.51747834899177,1026.6434169768984,-28.19121115403945,17.768444455493388,-0.23967659772202254,3.4305672957642273,1.7582869246757475,-0.17743946732982754,-0.24597457897544966,-0.8916525532289944,0.6559705730397434,0.04616473234994532,0.4416698660336503,-0.7567304408787352,-0.6430167223974119,Scattered clouds
